,model,network_type,Network,Dataset,ncut,ave_in_out,n_samples,mean,stdev,z_score,percentile,train_acc,train_loss,test_acc,test_loss
96,MNIST+L1REG,mlp,"L1 Reg, Pruning",MNIST,10.057873472839134,0.09654757202929118,50,3.0039435337765297,0.28972126260666453,24.34729807400867,1.0,0.9972000122070312,0.07635139228900274,0.9819999933242798,0.13369996863603592
97,MNIST+L1REG,mlp,"L1 Reg, Pruning",MNIST,9.923749838594134,0.10461016224588762,50,2.5267031911606126,0.39693720299856466,18.63530702477457,1.0,0.9972166419029236,0.0720789096236229,0.9824000000953674,0.1279384871482849
98,MNIST+L1REG,mlp,"L1 Reg, Pruning",MNIST,10.336337701856635,0.08047639048424927,50,2.5898815878535664,0.35790133890648557,21.644110462596245,1.0,0.9948166608810425,0.08518460457722346,0.9807999730110168,0.13640279179811476
99,MNIST+L1REG,mlp,"L1 Reg, Pruning",MNIST,10.211858123807657,0.08755222871846974,50,2.4464455017602704,0.3154096756190405,24.620083727002218,1.0,0.9976833462715149,0.06892433184782663,0.9800999760627747,0.12942963399887086
100,MNIST+L2REG,mlp,"L2 Reg, Pruning",MNIST,9.951770840213754,0.10290777353461704,50,7.98820547017325,0.09909151944002069,19.815675257952165,1.0,0.9980666637420654,0.04933303140004476,0.9810000061988831,0.10963746472597122
101,MNIST+L2REG,mlp,"L2 Reg, Pruning",MNIST,5.076786407852074,0.6818499968247683,50,8.927324704961185,0.0789424073193102,-48.7765502454753,0.0196078431372549,0.996916651725769,0.06037784997224808,0.9835000038146973,0.1108844920873642
102,MNIST+L2REG,mlp,"L2 Reg, Pruning",MNIST,8.95854099455577,0.16975191648353047,50,7.83141752045406,0.12036921417688738,9.363884958535634,1.0,0.9986166954040527,0.04715393000046412,0.9829000234603882,0.10176905931830406
103,MNIST+L2REG,mlp,"L2 Reg, Pruning",MNIST,8.785731068650383,0.18292552470783602,50,9.154634089605034,0.059637087489750454,-6.185798745085473,0.0196078431372549,0.9973333477973938,0.05868362639347712,0.98089998960495,0.11323103741407395
104,MNIST+L2REG,mlp,"L2 Reg, Pruning",MNIST,8.902772755706485,0.17394733805309476,50,9.095537788401233,0.046286527284898786,-4.164603481878375,0.0196078431372549,0.9976166486740112,0.05747011698484421,0.980400025844574,0.11941676359176635
105,MNIST+MOD-INIT,mlp,"Clusterable Init, Pruning",MNIST,5.75772125765395,0.5420789287122888,50,9.215145644316442,0.030846307642121637,-112.08551852544149,0.0196078431372549,0.9999833106994629,9.794481803522407e-05,0.984000027179718,0.09466354492196515
106,MNIST+MOD-INIT,mlp,"Clusterable Init, Pruning",MNIST,5.82766395658699,0.5295720626132224,50,9.207714860912894,0.038201300838595575,-88.47999492496254,0.0196078431372549,1.0,7.522279701564305e-05,0.9829999804496765,0.1057731075193733
107,MNIST+MOD-INIT,mlp,"Clusterable Init, Pruning",MNIST,5.791138093985665,0.5360657788891697,50,9.200210334279525,0.035620309085961206,-95.70585791568708,0.0196078431372549,1.0,7.736427113801861e-05,0.982699990272522,0.0907974349363707
108,MNIST+MOD-INIT,mlp,"Clusterable Init, Pruning",MNIST,5.734698642058853,0.5462624759382124,50,9.191889742351158,0.04515136229933409,-76.56892116283483,0.0196078431372549,1.0,7.295038135610715e-05,0.9832000136375427,0.09799687509736832
109,MNIST+MOD-INIT,mlp,"Clusterable Init, Pruning",MNIST,5.637762285015676,0.5642520377184219,50,9.183658904794038,0.04077718889049075,-86.9578486467287,0.0196078431372549,1.0,6.27385479718214e-05,0.983299970626831,0.10450104641001667
110,HALVES-SAME-MNIST,mlp,"Halves Same, Pruning",MNIST,9.023170793206429,0.1649547190791753,50,9.022795950732268,0.02801889999518793,0.013378200936685857,0.5294117647058824,1.0,7.843724187235542e-06,0.9959999918937683,0.023170876097721067
111,HALVES-SAME-MNIST,mlp,"Halves Same, Pruning",MNIST,8.851737702741842,0.1778330087821614,50,9.11670593928323,0.03887087244108709,-6.816626947156283,0.0196078431372549,1.0,6.926915505073339e-06,0.9940999746322632,0.024937952613527888
