,model,network_type,Network,Dataset,ncut,ave_in_out,n_samples,mean,stdev,z_score,percentile,train_acc,train_loss,test_acc,test_loss
114,CNN-FASHION+DROPOUT,cnn,"Dropout, Pruning",FASHION,9.899089380075669,0.10611635774058807,50,9.987628297147563,0.03688297579804984,-2.400536159465072,0.0392156862745098,0.8713833093643188,0.3593222404321035,0.9103999733924866,0.24518880972862245
115,CNN-FASHION+L1REG,cnn,"L1 Reg, Pruning",FASHION,10.284193420515935,0.08341959886038326,50,8.882904906349408,0.11362113970151691,12.33299118322274,1.0,0.9560166597366333,0.2270869388739268,0.9207000136375427,0.34074851665496825
116,CNN-FASHION+L1REG,cnn,"L1 Reg, Pruning",FASHION,10.310498149462765,0.08193114561711394,50,8.813561538743764,0.15931214888468062,9.396248943968297,1.0,0.9535666704177856,0.22891806097825368,0.9150999784469604,0.3465459101200104
117,CNN-FASHION+L1REG,cnn,"L1 Reg, Pruning",FASHION,10.269829219856659,0.08423561595347984,50,8.784605820547988,0.12644681841406294,11.74583447758374,1.0,0.95455002784729,0.22627621006965637,0.9169999957084656,0.34640422995090486
118,CNN-FASHION+L1REG,cnn,"L1 Reg, Pruning",FASHION,10.298884748944685,0.08258735253977989,50,8.385649616843684,0.12790168727012408,14.95863872429073,1.0,0.9557499885559082,0.2217936596075694,0.9208999872207642,0.3353013035774231
119,CNN-FASHION+L1REG,cnn,"L1 Reg, Pruning",FASHION,10.244547388112368,0.08567741186519547,50,8.2289149779051,0.1281356709729039,15.730455031788154,1.0,0.9519500136375427,0.22995318548679353,0.92330002784729,0.33326127457618715
120,CNN-FASHION+L2REG,cnn,"L2 Reg, Pruning",FASHION,10.462720638445612,0.07346460899976648,50,9.915562161309397,0.040228243805043765,13.601351323907721,1.0,0.9933833479881287,0.0716313577334086,0.9241999983787537,0.3664510176897049
121,CNN-FASHION+L2REG,cnn,"L2 Reg, Pruning",FASHION,10.333492236056685,0.08063623245045679,50,9.994975433945495,0.044861071534457855,7.545892029154384,1.0,0.995033323764801,0.06739491023222606,0.9223999977111816,0.39983888881206514
122,CNN-FASHION+L2REG,cnn,"L2 Reg, Pruning",FASHION,10.553677436914892,0.0685222080990522,50,9.956773366298009,0.03988730074978094,14.96476470948367,1.0,0.9944499731063843,0.06918846882581711,0.9233999848365784,0.38878705829381943
123,CNN-FASHION+L2REG,cnn,"L2 Reg, Pruning",FASHION,10.42491629062047,0.07554418977909053,50,10.053325534181816,0.043899495312895706,8.4645792346842,1.0,0.9948166608810425,0.06828301483988762,0.9253000020980835,0.3902057352781296
124,CNN-FASHION+L2REG,cnn,"L2 Reg, Pruning",FASHION,10.448848940622398,0.07422592996569852,50,9.961631414282285,0.04529868125166018,10.755666895319516,1.0,0.9946666955947876,0.06804758010705313,0.9218000173568726,0.3970922149896622
125,CNN-FASHION+MOD-INIT,cnn,"Clusterable Init, Pruning",FASHION,10.591311189440335,0.06650209711353518,50,10.015211452931105,0.03959015540461659,14.55159068261831,1.0,0.9956499934196472,0.01593559385407716,0.9229000210762024,0.39789664479494097
126,CNN-FASHION+MOD-INIT,cnn,"Clusterable Init, Pruning",FASHION,10.34495676669807,0.07999275737090346,50,10.076870456677645,0.03682942757166701,7.279133228415019,1.0,0.9956666827201843,0.016884268480104703,0.9223999977111816,0.3640078346014023
127,CNN-FASHION+MOD-INIT,cnn,"Clusterable Init, Pruning",FASHION,10.411680536991028,0.07627584506487341,50,10.049010731421875,0.04023423510635661,9.013960489380716,1.0,0.9949833154678345,0.01810134756155312,0.9225999712944031,0.35401843081712725
128,CNN-FASHION+MOD-INIT,cnn,"Clusterable Init, Pruning",FASHION,10.323829645344215,0.08117967906472069,50,10.024853896046796,0.039187725332512656,7.629321343879322,1.0,0.994866669178009,0.01731232163347304,0.9247999787330627,0.3614185741007328
129,CNN-FASHION+MOD-INIT,cnn,"Clusterable Init, Pruning",FASHION,10.115149241735383,0.09316969592933295,50,10.002596695411523,0.04280703211208967,2.629300392261311,1.0,0.9935500025749207,0.021962464908262095,0.9243999719619751,0.3688504914306337
130,CNN-STACKED-FASHION,cnn,"Stacked Diff, Pruning",FASHION,9.986342336142364,0.10082058055279398,50,10.059069739520586,0.047015892151229886,-1.5468685172300713,0.0784313725490196,0.8304499983787537,0.44164351347287495,0.6801000237464905,1.0628853216171266
131,CNN-STACKED-FASHION,cnn,"Stacked Diff, Pruning",FASHION,9.9418630417913,0.10350861551588368,50,9.937532149746882,0.047908980289611325,0.0903983348891564,0.5490196078431373,0.8227333426475525,0.473791876188914,0.6807000041007996,1.0029895632743835
132,CNN-STACKED-FASHION,cnn,"Stacked Diff, Pruning",FASHION,9.908983471903724,0.10551115228041386,50,9.975376300877759,0.04095802149576482,-1.6209969756693439,0.09803921568627451,0.8066499829292297,0.5112249338785807,0.6848999857902527,0.9800916374206543
133,CNN-STACKED-FASHION,cnn,"Stacked Diff, Pruning",FASHION,9.923098240131301,0.10464986386354758,50,9.953290759191757,0.042251140808118315,-0.7145965406608635,0.23529411764705882,0.8155666589736938,0.49181985031763714,0.6904000043869019,0.9716663716316223
134,CNN-STACKED-FASHION,cnn,"Stacked Diff, Pruning",FASHION,10.002545498905816,0.09984730893314542,50,10.02521699471899,0.044047948317478644,-0.5147003817242071,0.3137254901960784,0.8133166432380676,0.48677545436223346,0.6782000064849854,1.0079412353515624
135,CNN-STACKED-SAME-FASHION,cnn,"Stacked Same, Pruning",FASHION,10.265837567929747,0.08446278350866071,50,10.118009876128552,0.03974892812836845,3.719035927806367,1.0,0.9995333552360535,0.002647803994480637,0.9667999744415283,0.18662664159573614
136,CNN-STACKED-SAME-FASHION,cnn,"Stacked Same, Pruning",FASHION,10.550698109801738,0.06868274853072712,50,10.13939939903231,0.033756218066127656,12.184383628631116,1.0,0.9997166395187378,0.002527853134088218,0.9661999940872192,0.18669425745968474
137,CNN-STACKED-SAME-FASHION,cnn,"Stacked Same, Pruning",FASHION,10.334531111658055,0.08057786416953074,50,10.078094092840646,0.041655703090889645,6.156108282649398,1.0,0.9995499849319458,0.0026458910361417416,0.9667999744415283,0.18264074565693736
138,CNN-STACKED-SAME-FASHION,cnn,"Stacked Same, Pruning",FASHION,10.17300557824893,0.0897961967924896,50,10.101283500074658,0.039288506803473164,1.8255231366525604,0.9607843137254902,0.9997166395187378,0.002084573778583338,0.964900016784668,0.1826736075804569
139,CNN-STACKED-SAME-FASHION,cnn,"Stacked Same, Pruning",FASHION,10.315522419204466,0.08164771071892261,50,10.110081478351319,0.0417878173294059,4.916287903569919,1.0,0.9997000098228455,0.0019140465227295257,0.9635000228881836,0.21124368146192282
